id,answer
0,code
1,whistles
2,policing-intelligence
3,-hæmptən/
4,february
5,group
6,february
7,unicode
8,bell
9,simon
10,tract
11,fire
12,european
13,paul
14,thayer
15,november
16,1976
17,index
18,argument
19,index
20,pain
21,2013
22,1936
23,recording
24,alley
25,pain
26,8% to 16%
27,1925
28,suspended
29,106
30,code
31,+5.0
32,peter
33,records
34,its usage share
35,structure
36,1994
37,steel
38,groove
39,fees
40,energised
41,nerve
42,a-delta
43,pratyakṣa
44,2007
45,index
46,digit
47,lighting
48,light
49,goalkeeper
50,discriminating
51,group
52,action
53,steel
54,october
55,alexander
56,award
57,british
58,opus
59,pope
60,2013
61,paul
62,bus
63,freight-only
64,federal
65,tom
66,october
67,cancan
68,university
69,johnson
70,association
71,tha̍k-im
72,pregnancies
73,tha̍k-im
74,russell
75,secretary
76,hungary
77,parliamentary
78,julius
79,january
80,tmolus
81,first
82,october
83,hamidian
84,palace
85,oerlikon
86,information
87,october
88,accords
89,times
90,daviau
91,mark
92,used
93,wen
94,ancon
95,oerlikon
96,imre
97,thousands
98,whistleblowers
99,syrtos
100,augury
101,versailles
102,willi
103,7th
104,zhu
105,september
106,association
107,secretary
108,president
109,"7,000"
110,boulevard
111,executive
112,nine
113,thayer
114,tha̍k-im
115,religious
116,buenos aires
117,online
118,wernher
119,golden
120,west
121,sic
122,oerlikon
123,committee
124,college
125,0–2
126,general
127,maximus
128,pope
129,the chinese government
130,maximus
131,new
132,impurities
133,nyctv
134,uninterrupted
135,1938
136,vladimir
137,interned
138,invaders
139,feet
140,tsn
141,august
142,charles
143,1914
144,^Note
145,million
146,six
147,seven
148,president
149,october
150,workshops
151,150
152,oerlikon
153,mid-1954
154,byword
155,fort
156,cold
157,bristles
158,raf
159,500
160,the 1964 tokyo edition
161,edward
162,may
163,-plus
164,quay
165,tha̍k-im
166,1828
167,workstation
168,media
169,law
170,wes
171,kemal
172,1763
173,hiking
174,bladderball
175,herodotus
176,1969
177,november
178,square
179,french
180,grand
181,three
182,tha̍k-im
183,may
184,thayer
185,october
186,presidency
187,recordings—militates
188,square
189,boulevard
190,universities
191,william
192,six
193,120 torchbearers
194,minutes
195,tmolus
196,imre
197,jim
198,tha̍k-im
199,street
200,november
201,policy—thus
202,ocean
203,rebels
204,pope
205,ninety-five
206,paris
207,robert
208,war
209,battle
210,boulevard
211,executive
212,imre
213,pope
214,october
215,celluloid
216,governing
217,battle
218,based
219,may 1
220,monarchy
221,battle
222,monarchy
223,30
224,28
225,yale
226,buyers
227,wars
228,reporters without borders
229,seminary
230,action
231,bristles
232,1895
233,mestizo
234,three
235,pope
236,15
237,six
238,albert
239,route
240,a-ma temple
241,octaves
242,tom
243,music
244,victor
245,hill
246,robberies
247,october
248,cathartic
249,support
250,09:02
251,"60,000"
252,goalkeeper
253,million
254,two
255,1857
256,xbox
257,team
258,nine
259,alan
260,the paris leg
261,cayetano
262,1857
263,two
264,duke
265,october
266,rockets
267,first
268,bus
269,battle
270,ireland
271,region
272,1948
273,dye
274,jiayou
275,section
276,battle
277,sect
278,west
279,schmidt
280,john
281,half
282,maximus
283,october
284,wilhelm
285,governement
286,kennedy
287,rocket
288,ii
289,-plus
290,2003
291,leopard
292,bay
293,warrior
294,tha̍k-im
295,battle
296,tha̍k-im
297,october
298,paris
299,34
300,theistic
301,tom
302,pope
303,milling
304,revolution
305,imre
306,tha̍k-im
307,january
308,ancon
309,french
310,minutes
311,patrick
312,bombers
313,traveling
314,bus
315,cambridge
316,1200 police officers
317,oerlikon
318,pope
319,american
320,7th
321,timer
322,november
323,john
324,2010
325,maximum
326,four
327,johnson
328,90
329,white
330,baghdad
331,war
332,sun
333,government
334,wants
335,1830
336,government
337,1989
338,october
339,nevis
340,imre
341,six
342,four
343,patrick
344,england
345,john
346,government
347,human rights
348,giacomo
349,february
350,earthquake
351,20
352,bourdin
353,2010s
354,whistles
355,size
356,whistles
357,fish
358,343
359,opus
360,opus
361,coda
362,mesencephalon
363,identity
364,genome
365,fonts
366,whistles
367,oncoming
368,50
369,identities
370,physician
371,downstream
372,center
373,550
374,willi
375,3–2
376,4.9
377,sound
378,center
379,1
380,the crimean war
381,anatolia
382,square
383,the river test
384,black
385,perceives
386,three years
387,four
388,state
389,ovens
390,-plus
391,2004
392,perceives
393,three
394,black
395,national
396,group
397,elizabeth ii
398,2007
399,1971
400,the 2015 council elections
401,mayflower park
402,best
403,canute's palace
404,missile
405,three
406,queen
407,engineers
408,1989
409,normative
410,empire
411,england
412,million
413,four
414,90
415,tha̍k-im
416,2004
417,china
418,oerlikon
419,million
420,1938
421,1857
422,score
423,new
424,yalamber
425,1857
426,alley
427,2004
428,million
429,1999
430,avenue
431,wondrous
432,river
433,tha̍k-im
434,july
435,yat-sen
436,the 12th century
437,center
438,quinnipiac
439,river
440,mi
441,21–28
442,southampton airport (parkway) railway station
443,havel
444,genome
445,paubhas
446,general
447,southern england
448,14
449,wood
450,armenia
451,atlantic
452,1952
453,route
454,thin
455,sec
456,television
457,sea bathing
458,game
459,third
460,johannsen
461,new
462,million
463,park
464,street
465,life
466,2004
467,international
468,rockets
469,gothic
470,1970
471,store
472,center
473,billion
474,1972
475,"10,000"
476,million
477,the south coast
478,vii
479,pacific
480,story
481,1927
482,the 12th century
483,1990s
484,general
485,janet
486,the 1940s
487,east
488,center
489,buildings
490,nine
491,new
492,yale
493,1938
494,2004
495,art
496,"4,000"
497,bus
498,empire
499,willi
500,billing
501,avenue
502,percent
503,station
504,"portswood, banister park"
505,8.86
506,chen
507,africa
508,glass
509,johannsen
510,8.86
511,the city's primary producing theatre
512,50
513,center
514,southampton city council
515,the sea
516,2004
517,sound
518,new
519,pro-democracy
520,green
521,maximus
522,mexico
523,china
524,1938
525,tha̍k-im
526,around
527,art
528,2004
529,may
530,eastern
531,four
532,manhattan
533,government
534,point
535,the city
536,paris
537,rocket
538,east
539,44°
540,46–53
541,southampton city council
542,bay
543,casinos
544,kirtipur
545,2011
546,third
547,more than 3 million people
548,hartford
549,1890
550,fainter
551,1955
552,nine
553,1955
554,unintended
555,avenging
556,foundation
557,wants—and
558,million
559,nohant
560,guns
561,organ
562,oerlikon
563,15
564,million
565,15
566,four
567,million
568,avenue
569,universitaire
570,"8,491,079"
571,ocean
572,earthquake
573,nevis
574,village
575,-hæmptən/
576,southampton city council
577,slim
578,kirats
579,welsh national opera
580,opus
581,million
582,island
583,million
584,university
585,km
586,university
587,1938
588,wants—and
589,roman
590,ovens
591,university college
592,328
593,east
594,britain
595,three years
596,four
597,television
598,southwest
599,bofors
600,1960s
601,new
602,billion
603,four
604,more than 3 million people
605,french
606,center
607,newport
608,over 1.5 million
609,four
610,the southampton city art gallery
611,hiking
612,john melody
613,dusting
614,perceives
615,hall
616,million
617,iii
618,yongle
619,1956
620,two
621,century
622,new
623,august
624,sea
625,c.
626,heritage
627,1969
628,east
629,quinnipiac
630,approximately 1
631,central
632,east
633,lethargy
634,century
635,tuareg
636,an oceanic climate
637,islands
638,educational
639,1871
640,1976
641,juncture
642,1976
643,tha̍k-im
644,arab
645,the river test
646,streams
647,britannica
648,bay
649,plaited
650,arts
651,59
652,countless
653,missile
654,1900
655,64–75
656,tha̍k-im
657,july 2009
658,heavier
659,wood
660,2004
661,september
662,city
663,"1,700"
664,expressionism
665,point
666,24
667,-hæmptən/
668,dr. alan whitehead
669,jim
670,educational
671,center
672,southern
673,television
674,million
675,kennedy
676,queens
677,million
678,the manic street preachers
679,india
680,port
681,southern
682,french
683,finance
684,milling
685,eastern
686,pteridophytes
687,oklahoma
688,house
689,1976
690,park
691,thaws
692,new
693,center
694,mercury
695,1972
696,million
697,expressionism
698,south west trains
699,october 2009
700,2004
701,poincaré
702,frogs
703,river
704,20
705,norms
706,art
707,bc
708,new
709,bus
710,park
711,security-intelligence
712,central
713,2004
714,three
715,4.9
716,4.9
717,brings
718,wider
719,wernher
720,locus
721,lesions
722,landslides
723,russel
724,2006
725,the 1990s
726,rural
727,tourist
728,west
729,rayleigh
730,589
731,abound
732,46–53
733,1000
734,hippies
735,1849
736,four
737,familly-festival
738,contiguous
739,tha̍k-im
740,george
741,china
742,twenty-five
743,anatolia
744,magnoliidae
745,739
746,parts
747,bhāṣā
748,religious
749,otto
750,402
751,plan
752,minoan
753,ottoman
754,2004
755,15th century
756,quanzhou
757,589
758,liturgical ashkenazi hebrew
759,rule
760,half
761,bronze
762,july
763,middle eastern peoples
764,order
765,no evidence
766,"2,500 years ago"
767,asian
768,citizenship
769,dearth
770,britannica
771,hiv
772,1950s
773,midcentury
774,tha̍k-im
775,century
776,2004
777,southern
778,major
779,earlier
780,active
781,million
782,400
783,bronx
784,ancon
785,41–43
786,per
787,mappings
788,million
789,abound
790,wants
791,chen
792,oerlikon
793,8.86
794,continental
795,century
796,alexander
797,nepal
798,heretical
799,de
800,the 8th and 9th century
801,thayer
802,century
803,approximately 16.7 million
804,40
805,battle
806,palace
807,midcentury
808,hiking
809,thayer
810,perceives
811,4.9
812,westerly
813,quantum
814,turkey
815,1821
816,century
817,rolls
818,french
819,johnson
820,east
821,arabic
822,40
823,-plus
824,groomers
825,professor
826,tha̍k-im
827,about 3.6 billion years
828,television
829,laser
830,inland
831,apartments
832,tunnel
833,skies
834,tha̍k-im
835,mexico
836,paul
837,90
838,oedipus
839,-hæmptən/
840,1.1 times as much energy
841,professor
842,sci-fi
843,john
844,2013
845,april
846,eidos
847,mundolsheim
848,silicon
849,three
850,apollo
851,tha̍k-im
852,yew
853,stolen
854,golden
855,a-delta
856,best
857,paper
858,televised
859,february 1844
860,south
861,eolomelodicon
862,212
863,lorraine
864,urbain le verrier
865,february
866,joseph
867,john
868,2009
869,cork
870,6
871,a-delta
872,daring
873,lower
874,differences
875,julian
876,the fourth-largest planet
877,northwestern
878,ancients
879,opus
880,norman
881,opus
882,2013
883,britain
884,march
885,samkhya
886,tha̍k-im
887,2010
888,30
889,rings
890,2015
891,two
892,romanticism
893,norms
894,coast
895,apartments
896,mark
897,blogs
898,time
899,1985
900,queen
901,february
902,1977
903,defence
904,early
905,million
906,the fourth-largest planet
907,primus
908,1846
909,emergencies
910,1943
911,leeches
912,15.1
913,1909
914,association
915,three
916,trading-station
917,chinese
918,duplication
919,documents
920,henry
921,greek
922,oerlikon
923,oracular-cult
924,tha̍k-im
925,four
926,economic
927,workstation
928,western
929,spaniel
930,tha̍k-im
931,nato
932,johannsen
933,tha̍k-im
934,sixteenth
935,würfel
936,innovations theory
937,lamarckism
938,century
939,cardinal
940,sunni
941,halifax
942,queen
943,1856
944,tha̍k-im
945,1
946,dn
947,wants—and
948,march
949,several
950,protestant
951,anti-radiation
952,circuits
953,duke
954,january
955,john
956,seven
957,quay
958,nicolas
959,tha̍k-im
960,1927
961,discrimination
962,macmahon
963,technique
964,leadenhall
965,the state
966,1917
967,monarchy
968,january
969,maoist
970,government aid
971,edward
972,edition
973,edward
974,tha̍k-im
975,tha̍k-im
976,political
977,oedipus
978,lee
979,tha̍k-im
980,1870
981,tha̍k-im
982,intellectual
983,period
984,elders
985,-plus
986,tha̍k-im
987,findings
988,june 2004
989,africa
990,british
991,years
992,thomas
993,1831
994,intellect
995,foreign
996,john f. kennedy
997,battle
998,naked
999,coins
1000,1989
1001,oerlikon
1002,oerlikon
1003,governing
1004,greek
1005,wicked
1006,six
1007,june
1008,1979
1009,world
1010,pope
1011,tha̍k-im
1012,2003
1013,henry
1014,construction
1015,a three judge panel
1016,willful
1017,thayer
1018,g-4
1019,tzu
1020,league
1021,nanjing
1022,interstate
1023,14th
1024,century
1025,hiking
1026,17th-century drawings
1027,apogee
1028,empire
1029,italy
1030,1903
1031,bce
1032,chimpanzee
1033,tha̍k-im
1034,turbulent
1035,oerlikon
1036,1855
1037,passions
1038,french
1039,soft lime
1040,hartford
1041,britain
1042,cardboard
1043,first
1044,britain
1045,25
1046,komarov
1047,thayer
1048,fickle
1049,bc
1050,1988
1051,country
1052,french
1053,william
1054,east
1055,the middle of the 5th century
1056,centuries-old
1057,byzantine
1058,425
1059,their 12th-century reconstruction
1060,nevis
1061,the second half of the 6th century
1062,cardinal
1063,william
1064,tha̍k-im
1065,sun
1066,oerlikon
1067,android
1068,daedalus
1069,empire
1070,horn
1071,the 5th-century ravenna
1072,century
1073,2006
1074,thaws
1075,europe
1076,between the 10th and 11th century
1077,league
1078,impurity
1079,the byzantine empire
1080,chinese
1081,1849
1082,centuries-old
1083,recording
1084,century
1085,impurity
1086,azulejo
1087,joseph
1088,century
1089,january
1090,medical
1091,ewing
1092,air
1093,boulevard
1094,theory
1095,houses
1096,new
1097,schoolrooms
1098,hindu
1099,bristles
1100,constantinople
1101,hartford
1102,abstract
1103,empire
1104,whipped
1105,apollo
1106,"2,500"
1107,bizet
1108,the rest areas
1109,the end of the 4th century
1110,the 18th century
1111,the 12th century
1112,the second half of the 6th century
1113,college
1114,apollo
1115,large
1116,president
1117,late
1118,greek
1119,french
1120,independence
1121,nanjing
1122,northwestern
1123,1900
1124,the first decades of the 11th century
1125,city
1126,oerlikon
1127,the 8th century
1128,spades
1129,tzu
1130,10
1131,hartford
1132,radiance
1133,courts
1134,professor
1135,france
1136,jews
1137,1849
1138,the only surviving 12th-century mosaic work
1139,century
1140,league
1141,77
1142,league
1143,analysis
1144,two six pointed stars
1145,century
1146,indigenous
1147,government
1148,tha̍k-im
1149,nocturne
1150,17th-century drawings
1151,government
1152,tha̍k-im
1153,northwestern
1154,constantinople
1155,medieval
1156,years
1157,'robbing
1158,paul
1159,ad
1160,bronze
1161,theory
1162,the 9th century
1163,poetry
1164,century
1165,terrestrial beasts
1166,point
1167,sub-regions
1168,british
1169,people
1170,1943
1171,700 years
1172,hill
1173,3rd
1174,1938
1175,nanjing
1176,buildings
1177,persia
1178,favre
1179,transportation
1180,thayer
1181,french
1182,1988
1183,battista
1184,northern
1185,new
1186,war
1187,spanish
1188,european
1189,ancon
1190,grand
1191,aforementioned
1192,german
1193,river
1194,16–17
1195,battle
1196,lavishly
1197,grease
1198,its territories
1199,could
1200,theological
1201,king
1202,time
1203,january
1204,index
1205,abundant
1206,century
1207,1999
1208,new
1209,ago
1210,christianity
1211,tha̍k-im
1212,arabic
1213,department
1214,1928
1215,black
1216,apollo
1217,1845
1218,tha̍k-im
1219,ground
1220,western
1221,paul
1222,overturns
1223,2010
1224,three
1225,many
1226,eukaryotes
1227,apollo
1228,1995
1229,robert
1230,chen
1231,leto
1232,oedipus
1233,thaw
1234,schmidt
1235,poor
1236,viśiṣṭādvaita
1237,diffuse-porous
1238,2016
1239,protestant
1240,june
1241,whistles
1242,1
1243,water
1244,four
1245,golden
1246,eight
1247,evolution
1248,mechanic
1249,1845
1250,marx
1251,lawsuits
1252,intensity
1253,dimensions
1254,ancon
1255,miller
1256,french
1257,television
1258,pope
1259,syrian
1260,indonesia
1261,1989
1262,1949
1263,early
1264,itinerant
1265,2013
1266,1928
1267,ground
1268,1845
1269,49.9
1270,oncoming
1271,library
1272,law
1273,britain
1274,resist
1275,seven
1276,mechanical
1277,middle
1278,apollo
1279,duke
1280,oerlikon
1281,apollo
1282,defence
1283,two
1284,social
1285,action
1286,duke
1287,johnson
1288,the ingur river
1289,1904
1290,air
1291,order
1292,great
1293,battista
1294,1839
1295,ii
1296,police
1297,executive
1298,aircraft
1299,2004
1300,ii
1301,molotov
1302,french
1303,the defenders
1304,1918
1305,queen
1306,astronomy
1307,wants—and
1308,foundation
1309,-plus
1310,january
1311,french
1312,chassepot
1313,"400,000"
1314,battista
1315,navy
1316,administration
1317,discrimination
1318,1900
1319,2004
1320,edward
1321,the treaty of vienna in 1815
1322,lord aberdeen
1323,sea
1324,anatolia
1325,napoleon iii
1326,1566
1327,yuan
1328,may
1329,tha̍k-im
1330,french
1331,order
1332,prince
1333,thayer
1334,radicals
1335,torquemada
1336,battle
1337,1566
1338,britain
1339,aircraft
1340,tha̍k-im
1341,ii
1342,the french
1343,1901
1344,lord
1345,armstrong
1346,ningbo
1347,french
1348,dornberger
1349,frederick
1350,steinmetz
1351,the charge of the light brigade
1352,independence
1353,3rd
1354,viii
1355,presidency
1356,the charge of the light brigade
1357,tha̍k-im
1358,officials
1359,tom
1360,1870
1361,tha̍k-im
1362,military
1363,1955
1364,government
1365,revolutionary
1366,nmi
1367,tories
1368,james
1369,pratihara
1370,day
1371,1901
1372,albert
1373,jim
1374,alexander
1375,1970
1376,iso-8859-1
1377,israelites
1378,president
1379,2004
1380,petals
1381,december
1382,1871
1383,battle
1384,john
1385,popculture
1386,empire
1387,1935
1388,muslim
1389,buildings
1390,spada
1391,plaited
1392,officials
1393,george
1394,feet
1395,marshal
1396,1955
1397,china
1398,order
1399,tha̍k-im
1400,1664
1401,tore
1402,1978
1403,war
1404,grzymała
1405,the russian cavalry
1406,electric
1407,general
1408,new
1409,support
1410,asylum
1411,hartford
1412,government
1413,french
1414,battle
1415,edward
1416,tha̍k-im
1417,the ottoman empire
1418,1827
1419,empire
1420,uninterrupted
1421,ibn
1422,aircraft
1423,caucasus
1424,mountain
1425,association
1426,little additional naval action
1427,congregations
1428,beijing
1429,marvellous
1430,island
1431,three
1432,rockets
1433,government
1434,november
1435,ii
1436,karim
1437,war
1438,region
1439,epimenides
1440,hirudinomorphs
1441,1938
1442,act
1443,the war
1444,minutes
1445,europe
1446,the war
1447,"400,000"
1448,may
1449,1955
1450,1955
1451,1870
1452,parliament
1453,wars
1454,palace
1455,tv
1456,1917
1457,secretary
1458,wants—and
1459,five
1460,1918
1461,benjamin
1462,baghdad
1463,buildings
1464,wes
1465,no outside military or financial support
1466,six
1467,french
1468,many
1469,january
1470,wants—and
1471,1707
1472,6
1473,1954
1474,5-4
1475,1664
1476,1927
1477,ii
1478,ningbo
1479,duke
1480,international
1481,1707
1482,secretary
1483,about 30000 turks
1484,chemotherapy
1485,tha̍k-im
1486,interstate
1487,malla
1488,british
1489,iv
1490,era
1491,soviet
1492,1918
1493,the battle of sinop
1494,salisbury
1495,emphasizing
1496,1911
1497,may
1498,girdle
1499,yearly
1500,1914
1501,karim
1502,2015
1503,olympic
1504,defence
1505,eight years old
1506,1985
1507,government
1508,russell
1509,tha̍k-im
1510,twists
1511,duke
1512,january
1513,ali
1514,buildings
1515,london
1516,duke
1517,active
1518,olympic
1519,poland
1520,french
1521,national
1522,king
1523,two
1524,"£2,000"
1525,king
1526,easily
1527,arrest
1528,sun
1529,feet
1530,2004
1531,1955
1532,constitutional
1533,pope
1534,queen
1535,feet
1536,lord
1537,richard
1538,association
1539,oklahoma
1540,ii
1541,ibn
1542,1927
1543,1837
1544,guns
1545,28
1546,french
1547,cardinal
1548,"100,000"
1549,engineer
1550,interstate
1551,french
1552,million
1553,huge fortunes
1554,2006
1555,macmahon
1556,otto
1557,willi
1558,many
1559,jerusalem
1560,january
1561,yongle
1562,the household
1563,william
1564,the battle of bang bo
1565,duke
1566,1853–1856
1567,southeastern
1568,1870
1569,armstrong
1570,lathe-cutting
1571,steinmetz
1572,asclepius
1573,tories
1574,west
1575,many
1576,edward
1577,theft
1578,florence
1579,civil
1580,470
1581,battle
1582,could
1583,greek
1584,1717
1585,edward
1586,1918
1587,the qing government
1588,rolls
1589,federal
1590,bronx
1591,duities
1592,marshal
1593,1624
1594,lakulish
1595,french
1596,the four branches
1597,tha̍k-im
1598,part
1599,days
1600,tha̍k-im
1601,tha̍k-im
1602,class
1603,these years
1604,arrest
1605,71
1606,1673
1607,france
1608,dubos
1609,hindus
1610,settling
1611,minorities
1612,crown
1613,duke
1614,nanjing
1615,duke
1616,battle
1617,3
1618,1927
1619,french
1620,marshal
1621,"1,200"
1622,flares
1623,1955
1624,series
1625,"10,000"
1626,everett
1627,teutonic
1628,1845
1629,1895
1630,edward
1631,edward
1632,1985
1633,14
1634,louis
1635,russell
1636,queen
1637,the russian empire
1638,favre
1639,native
1640,1817
1641,"1,200"
1642,1877
1643,36th
1644,association
1645,1955
1646,duke
1647,muslims
1648,1940
1649,"£1,000"
1650,french
1651,queen
1652,28
1653,1955
1654,the border
1655,36th
1656,george
1657,1920
1658,region
1659,battle
1660,7b
1661,astronomy
1662,fried
1663,pope
1664,independent
1665,plan
1666,"568,903"
1667,setup
1668,crimean
1669,1864
1670,leto
1671,1000
1672,1977
1673,governing
1674,arrest
1675,christian
1676,aircraft
1677,june
1678,3rd
1679,sun
1680,years
1681,1853
1682,przebiegi
1683,1914
1684,1840
1685,the mid 18th century
1686,constantinople
1687,ecclesiastical
1688,defeat
1689,ioannis
1690,june
1691,the russian empire
1692,richard
1693,1855
1694,1614
1695,haussmann
1696,tha̍k-im
1697,duke
1698,duke
1699,independent
1700,manhunt
1701,century
1702,johnson
1703,psychologists
1704,c.
1705,duke
1706,west
1707,81
1708,3
1709,buildings
1710,india
1711,africa
1712,"200,000"
1713,greek
1714,1850–1861
1715,alexander
1716,western trade
1717,whig
1718,2006
1719,predicting
1720,1918
1721,may
1722,century
1723,lyndon
1724,albert
1725,1976
1726,madhavacharya
1727,three
1728,69
1729,imre
1730,doctoral
1731,island-wide
1732,"2,300"
1733,teochew
1734,2003
1735,electrical
1736,the year
1737,law
1738,companies
1739,new
1740,dimensional
1741,june
1742,18th
1743,air
1744,20
1745,bodily
1746,differences
1747,24–21
1748,the years
1749,tha̍k-im
1750,green
1751,14th
1752,syllabic
1753,daylight saving time
1754,fever
1755,groove
1756,mid-1970s
1757,8.86
1758,citroen
1759,deter
1760,late
1761,vedas
1762,madonna
1763,pramāṇas
1764,1938
1765,2012–2013
1766,civil
1767,years
1768,nmi
1769,nociceptors
1770,germany
1771,february
1772,germany
1773,oerlikon
1774,western
1775,classic
1776,close
1777,"2,300"
1778,party
1779,1
1780,edward vii
1781,2016
1782,1994
1783,taxing shutters
1784,sea
1785,thayer
1786,standard time
1787,(90°
1788,tnt
1789,year
1790,20
1791,florence
1792,eastern european time
1793,1977
1794,football
1795,herbicides
1796,three
1797,oerlikon
1798,times
1799,imre
1800,thayer
1801,1969
1802,1976
1803,secretary
1804,2003
1805,eastern european time
1806,june
1807,hot
1808,the year
1809,2011–2013
1810,standalone
1811,"3,000-mile"
1812,westerly
1813,9/11
1814,claude
1815,2006–2010
1816,apollo
1817,susa
1818,itinerant
1819,islam
1820,theory
1821,artificial light
1822,antibiosis
1823,days
1824,sectarianism
1825,association
1826,starving
1827,million
1828,theft
1829,14
1830,years
1831,at least two fixes
1832,wants—and
1833,germany
1834,fuel
1835,culture
1836,greek
1837,"1,589"
1838,bcd
1839,wes
1840,days
1841,east
1842,cancer
1843,15
1844,energy conservation
1845,daylight saving time
1846,1984
1847,lower
1848,pramāṇas
1849,germans
1850,years
1851,theory
1852,three
1853,iii
1854,1
1855,high
1856,moderate
1857,64
1858,flowering
1859,construction
1860,measures
1861,late
1862,his time
1863,furniture
1864,franklin
