id,answer
1865,early
1866,1975
1867,structurally
1868,control
1869,1970
1870,transfer
1871,1895
1872,1938
1873,canada
1874,elders
1875,1987–2006
1876,rocket
1877,britains
1878,ancon
1879,area
1880,april
1881,fees
1882,2010
1883,june
1884,tha̍k-im
1885,leto
1886,may
1887,john
1888,1968
1889,action
1890,kennedy
1891,index
1892,28
1893,primus
1894,prince
1895,england's bush
1896,march
1897,orestes
1898,two
1899,museus
1900,golden
1901,greek
1902,jim
1903,commercial music
1904,pramanas
1905,duke
1906,stomach
1907,simon
1908,johannsen
1909,1857
1910,newfoundland
1911,tobacco
1912,mice
1913,tha̍k-im
1914,tha̍k-im
1915,hierarchy
1916,cardinal
1917,march
1918,concerns
1919,odorous
1920,copper
1921,citizenship—or
1922,friendship
1923,love
1924,dimensional
1925,benjamin
1926,-plus
1927,significant
1928,london
1929,1992
1930,new wave music
1931,this period
1932,1981
1933,17
1934,prince
1935,effectiveness
1936,leopold
1937,magazine
1938,charles
1939,-plus
1940,records
1941,tha̍k-im
1942,street
1943,elders
1944,2010
1945,tha̍k-im
1946,towers
1947,international
1948,theistic
1949,billion
1950,2016
1951,apollo
1952,region
1953,george
1954,state
1955,1943
1956,oerlikon
1957,elders
1958,lignin
1959,area
1960,mm
1961,apartments
1962,timurid
1963,cambium
1964,-plus
1965,1977
1966,timber
1967,structure
1968,alexander
1969,1891
1970,two
1971,university
1972,square
1973,nevis
1974,richard
1975,feet
1976,four
1977,34
1978,1421
1979,2004
1980,william
1981,europe
1982,new
1983,magazine
1984,germany
1985,ancon
1986,streams
1987,island
1988,various publications
1989,million
1990,center
1991,bay
1992,million
1993,presidency
1994,may
1995,opus
1996,january
1997,george
1998,(two helms foundation championships
1999,hamilton
2000,belgium
2001,reverse
2002,former president
2003,ye
2004,hamilton
2005,black
2006,universities
2007,the university of kansas medical center
2008,arsphenamine
2009,tha̍k-im
2010,street
2011,george
2012,the 2014–15 academic year
2013,universities
2014,million
2015,union
2016,million
2017,hill
2018,french
2019,elderly
2020,college
2021,2004
2022,million
2023,john
2024,-plus
2025,yale
2026,two years
2027,park
2028,universities
2029,anti-aircraft
2030,wes
2031,2008–09
2032,wood
2033,center
2034,general
2035,granite
2036,johannsen
2037,million
2038,church
2039,george
2040,professional
2041,1891
2042,westerly
2043,(two helms foundation championships
2044,1955
2045,2000
2046,lieutenants
2047,hanks
2048,two
2049,gallery
2050,john
2051,oerlikon
2052,magazine
2053,three
2054,tax
2055,george
2056,"2,070–806 through the 2011–12 season"
2057,association
2058,hamidian
2059,universities
2060,"200,000"
2061,maunsell
2062,hamilton
2063,november
2064,angeles
2065,june
2066,group
2067,franklin
2068,park
2069,51
2070,cemetery
2071,syrtos
2072,national
2073,november
2074,grades
2075,1857
2076,bbc 1
2077,victor
2078,december
2079,pictures
2080,tha̍k-im
2081,union
2082,fifteen
2083,1946
2084,jim
2085,central
2086,firs
2087,hall
2088,material
2089,1842
2090,21
2091,2006
2092,machination
2093,2009
2094,union
2095,million
2096,burglar
2097,theorizing
2098,thayer
2099,january
2100,2016
2101,feet
2102,1956
2103,may
2104,june
2105,apollo
2106,social
2107,prakrits
2108,fees
2109,warsaw
2110,poincaré
2111,2003
2112,broadcasting
2113,march
2114,june
2115,c.
2116,1939
2117,italy
2118,six
2119,8–10
2120,ad-hoc
2121,tha̍k-im
2122,french
2123,june
2124,engines
2125,2003
2126,tha̍k-im
2127,july
2128,warsaw
2129,pope
2130,disc
2131,twists
2132,tha̍k-im
2133,records
2134,music
2135,real
2136,may
2137,early
2138,two
2139,june
2140,maximum
2141,march 2003
2142,comics
2143,europe
2144,8.86
2145,may
2146,several years before 1954
2147,magnoliids
2148,spaniel
2149,westerly
2150,lesions
2151,bible
2152,vaccination
2153,federal
2154,36th
2155,jackson
2156,amyas
2157,composite
2158,"a naive or simplistic way,[page"
2159,cases
2160,density
2161,orthodoxy
2162,plants
2163,opus
2164,fitzpatrick
2165,chimpanzee
2166,two
2167,religious
2168,light
2169,paucity
2170,tuberculosis
2171,matter
2172,conifers
2173,mass
2174,ideas
2175,richard
2176,dr.
2177,tha̍k-im
2178,abound
2179,bales
2180,sociologist
2181,southern
2182,half
2183,jews
2184,dimensions
2185,1
2186,milling
2187,light
2188,waxes
2189,duplication
2190,identity
2191,nations
2192,firs
2193,2002
2194,literariness
2195,three
2196,class
2197,opus
2198,things
2199,code
2200,perceives
2201,greatly
2202,customized
2203,fiction
2204,thamel
2205,fide
2206,tha̍k-im
2207,the 20th century
2208,1–3%
2209,antibiotic-resistant
2210,six
2211,antibiotics
2212,legal
2213,identity
2214,body
2215,action
2216,standpoint
2217,ucla
2218,eidos
2219,easily
2220,thamel
2221,two
2222,material
2223,transfer
2224,ancon
2225,westerly
2226,parties
2227,syrtos
2228,rupturing
2229,urn
2230,thayer
2231,three
2232,department
2233,morayshire
2234,antibiotic-resistant
2235,hearts
2236,discrimination
2237,jewish
2238,effects
2239,ancon
2240,rural
2241,fascists
2242,tuberculosis
2243,victrolac
2244,contributors
2245,effect
2246,religious
2247,britain
2248,oerlikon
2249,million
2250,conservative
2251,oerlikon
2252,24–21
2253,body
2254,feuerbach
2255,indifference
2256,magnoliids
2257,thayer
2258,records
2259,college
2260,two
2261,tube-worms
2262,pain
2263,laidlines
2264,tha̍k-im
2265,flower-bearing
2266,genes
2267,plants
2268,tha̍k-im
2269,26
2270,midcentury
2271,constabulary
2272,lesions
2273,"24,000"
2274,black
2275,situations
2276,their dna variation
2277,structurally
2278,perceives
2279,genome
2280,kingston
2281,opus
2282,buddhism
2283,video
2284,defence
2285,discriminating
2286,hiv
2287,yearly
2288,62
2289,sino-tibetan
2290,culturally
2291,strong
2292,roughly 3.5 million people
2293,achievement
2294,generic
2295,rescuing
2296,syrian
2297,subdivisions
2298,human genetic diversity and the nonexistence of biological races
2299,hudson
2300,tha̍k-im
2301,1857
2302,governing
2303,8.86
2304,persia
2305,antibiotic
2306,tha̍k-im
2307,angiosperms
2308,bad
2309,tha̍k-im
2310,oerlikon
2311,"4,000"
2312,wants—and
2313,golden
2314,middle
2315,technical
2316,hickory
2317,greeks
2318,development
2319,some groups
2320,agriculture
2321,plan
2322,hinduism
2323,class
2324,opus
2325,odorous
2326,the united states
2327,east asian sweeps
2328,han
2329,two
2330,god
2331,20–24
2332,orthodox
2333,metaphorical
2334,televised
2335,forks
2336,species
2337,workstation
2338,a social reality
2339,agriculture
2340,alcohol
2341,chiefdoms
2342,thermal
2343,body
2344,middle
2345,racist ideas
2346,anatolia
2347,opus
2348,religious
2349,fervor
2350,quantum
2351,ad
2352,legal
2353,milling
2354,workstation
2355,1490s
2356,8
2357,ancient
2358,meetings
2359,france
2360,thayer
2361,non-hispanic european americans
2362,tha̍k-im
2363,font
2364,italy
2365,hearts
2366,exclusive
2367,less
2368,ancient
2369,control
2370,dancesport
2371,armed
2372,paid-for
2373,lightolier
2374,opus
2375,journals
2376,three
2377,fuel
2378,use
2379,ethics
2380,three
2381,thayer
2382,resistance
2383,nrem
2384,paul
2385,scuttling
2386,educational
2387,houses
2388,art
2389,tibet
2390,workstation
2391,ideas
2392,american
2393,amity
2394,thin
2395,art
2396,western
2397,may
2398,jewish
2399,1943
2400,rupturing
2401,1490s
2402,mediator
2403,agriculture
2404,households
2405,agriculture
2406,northern
2407,congestion
2408,spanish
2409,highland
2410,tanakh
2411,tha̍k-im
2412,television
2413,94
2414,century
2415,christian
2416,british
2417,poincaré
2418,turkish
2419,hartford
2420,building
2421,january
2422,finals
2423,agriculture
2424,tha̍k-im
2425,central
2426,their own regionally distinctive neolithic cultures
2427,"10,000"
2428,motels
2429,britannica
2430,war
2431,modern
2432,59
2433,world
2434,constitutional
2435,discrimination
2436,legal
2437,ordeal
2438,byzantine
2439,"the term ""treaty"
2440,imre
2441,identity
2442,three
2443,port
2444,social
2445,french
2446,literacy
2447,houses
2448,greeks
2449,energy
2450,battle
2451,system
2452,many
2453,government
2454,'robbing
2455,system
2456,battle
2457,duke
2458,two states
2459,discrimination
2460,tax
2461,secretary
2462,the federal government
2463,british
2464,tha̍k-im
2465,greeks
2466,section
2467,manuscripts
2468,positing
2469,wants
2470,discrimination
2471,dna
2472,region
2473,social
2474,orthodox
2475,treats
2476,fed
2477,abominable
2478,minor
2479,1914
2480,+5.0
2481,polishing
2482,makarios
2483,yale
2484,republic
2485,litter
2486,turcophile
2487,government
2488,tha̍k-im
2489,french
2490,exclusive
2491,tom
2492,supreme
2493,multiple
2494,workstation
2495,theory
2496,secretaries
2497,the late 20th and early 21st century
2498,parties
2499,ali
2500,support
2501,soviet
2502,oerlikon
2503,grooming
2504,patrick
2505,testimony
2506,many
2507,governing
2508,daring
2509,two
2510,kingdom
2511,union
2512,ancon
2513,increase
2514,supreme
2515,sea
2516,asylum
2517,8
2518,workstation
2519,tom
2520,rulership
2521,edward
2522,tyrothricin
2523,missiles
2524,social
2525,class
2526,discrimination
2527,order
2528,heretical
2529,defence
2530,many
2531,federal
2532,position
2533,the president
2534,east
2535,lord
2536,french
2537,workstation
2538,ordeal
2539,tha̍k-im
2540,international treaties
2541,party
2542,millennium
2543,blu-ray
2544,mesoamerican
2545,defence
2546,the other parties
2547,system
2548,polished
2549,political
2550,play
2551,syrtos
2552,thayer
2553,religious
2554,fiery-tempered
2555,theory
2556,french
2557,orthodoxy
2558,lares
2559,tha̍k-im
2560,julian
2561,8
2562,tha̍k-im
2563,wants
2564,oerlikon
2565,the federal government
2566,identity
2567,nato
2568,exclusive
2569,cancer
2570,wepon
2571,ethnic
2572,tha̍k-im
2573,independent
2574,syrtos
2575,the federal government
2576,measures
2577,the pre-constitutional united states federal government
2578,accurate
2579,opportunity
2580,corresponding
2581,using
2582,three
2583,benjamin
2584,duke
2585,tha̍k-im
2586,cpc
2587,religious
2588,secretary
2589,1830
2590,bacteria
2591,versa
2592,parties
2593,battle
2594,government
2595,powell
2596,parties
2597,versailles
2598,oedipus
2599,1
2600,1919
2601,northwest
2602,air
2603,polymyxins
2604,june
2605,victor
2606,days
2607,travel
2608,permanently
2609,western
2610,god
2611,barely
2612,action
2613,1950s
2614,three smaller lifts
2615,air
2616,a 3-station underground public elevator
2617,aggregate
2618,feet
2619,material
2620,major
2621,optronics
2622,music
2623,antibiotics
2624,12
2625,tha̍k-im
2626,oedipus
2627,lares
2628,paper
2629,luis
2630,cell
2631,measurement
2632,passive
2633,quality
2634,1731
2635,compounded
2636,vacuum
2637,watts
2638,heineken
2639,fire
2640,electrical
2641,transfer
2642,vinyl
2643,lee
2644,fine
2645,excitatory
2646,taxes
2647,1938
2648,1911
2649,nine
2650,1970
2651,ogonek
2652,1860
2653,june
2654,1772
2655,ii
2656,1877
2657,french
2658,between £4.99 and £11.99
2659,university
2660,battle
2661,fifteenth
2662,bay
2663,1981
2664,footwear
2665,association
2666,1969
2667,independent
2668,1998
2669,square
2670,apolitical
2671,million
2672,march
2673,george
2674,1839
2675,association
2676,paris
2677,trailers
2678,the 2011 fresh-water crisis
2679,route
2680,u+ff5e
2681,association
2682,communications
2683,new
2684,1969
2685,review
2686,magazine
2687,8.86
2688,1849
2689,bce
2690,amygdala
2691,guns
2692,wants—and
2693,air
2694,sanskrit
2695,tha̍k-im
2696,tha̍k-im
2697,havel
2698,china
2699,21
2700,contact
2701,atlantic
2702,-plus
2703,group
2704,sāṅkhya
2705,receptors
2706,association
2707,fire
2708,station
2709,company
2710,tha̍k-im
2711,8.86
2712,apartments
2713,mexico
2714,century
2715,three reef islands
2716,construction
2717,1887
2718,sun
2719,grand
2720,1855
2721,december 1974
2722,9/11
2723,tha̍k-im
2724,lower
2725,curly
2726,buddhism
2727,sums
2728,primates
2729,nevis
2730,1799
2731,tuning
2732,lignin
2733,1842
2734,sun
2735,french
2736,starving
2737,1965
2738,20
2739,classical
2740,watchword
2741,weight
2742,8.86
2743,around $2.2 million
2744,raid
2745,2006
2746,downtown
2747,million
2748,the three central islands
2749,tha̍k-im
2750,central
2751,atlantic
2752,casinos
2753,northern
2754,gallery
2755,1991
2756,playstation
2757,television
2758,tv
2759,fourth
2760,five
2761,points
2762,glass
2763,black
2764,duplication
2765,fair
2766,million
2767,-plus
2768,grand
2769,fish
2770,minting
2771,four
2772,ancon
2773,pianos
2774,french
2775,three
2776,a united nations special rapporteur
2777,8
2778,four
2779,december 1974
2780,nation-states
2781,secretion
2782,dhimmi
2783,war
2784,five
2785,spanish
2786,the british western pacific territories
2787,wall
2788,opus
2789,regiolect
2790,sanskrit
2791,energised
2792,three
2793,million
2794,atlantic
2795,card
2796,white
2797,rivals
2798,village
2799,r.
2800,king
2801,france
2802,treats
2803,greenwald
2804,billion
2805,system
2806,the three central islands
2807,amygdala
2808,ancient
2809,companies
2810,million
2811,1994
2812,thicker
2813,recordings
2814,master
2815,high
2816,lists
2817,may
2818,3.9
2819,traveling
2820,builders
2821,teal
2822,timbre
2823,oerlikon
2824,three
2825,2008
2826,system
2827,franklin
2828,oberstar
2829,international
2830,system
2831,publisher
2832,pain
2833,french
2834,-plus
2835,last
2836,fire
2837,francis
2838,palmerston
2839,wants
2840,1877
2841,tha̍k-im
2842,french
2843,palette
2844,media
2845,larger
2846,performance
2847,million
2848,earthquake
2849,french
2850,may
2851,paul
2852,system
2853,1977
2854,millimetres
2855,rca
2856,1988
2857,label
2858,billing
2859,platinum
2860,three
2861,patrick
2862,2010
2863,madonna
2864,may
2865,1925
2866,emphasizing
2867,god
2868,november
2869,jim
2870,syrtos
2871,wildly
2872,belts
2873,tha̍k-im
2874,french
2875,maximus
2876,john sculley
2877,million
2878,-plus
2879,wants—and
2880,teletext
2881,international
2882,january
2883,london
2884,tokyo
2885,law
2886,tha̍k-im
2887,freight-only
2888,2004
2889,particularly the united states
2890,thayer
2891,fiction
2892,cutter
2893,tha̍k-im
2894,traveling
2895,playstation
2896,7
2897,street
2898,hardware upgrades
2899,association
2900,energised
2901,televised
2902,records
2903,inner
2904,sunni
2905,edward
2906,action
2907,november
2908,2006
2909,billing
2910,easily
2911,tha̍k-im
2912,3.36 million macs
2913,tha̍k-im
2914,retina display
2915,1913
2916,billing
2917,johannsen
2918,tnt
2919,steel
2920,street
2921,frequency
2922,french
2923,sitting-room
2924,"4,000"
2925,million
2926,policy—thus
2927,professor
2928,joan
2929,two
2930,1975-1990
2931,records
2932,life
2933,jim
2934,$2.5 million
2935,aimed
2936,bristles
2937,records
2938,ligatures
2939,johannsen
2940,tha̍k-im
2941,oedipus
2942,1925
2943,manpads
2944,nmi
2945,theory
2946,2008
2947,13th-century
2948,three
2949,1985
2950,king
2951,polite
2952,monthly
2953,thayer
2954,billing
2955,blood
2956,ii
2957,seminary
2958,freight-only
2959,peter
2960,light
2961,petals
2962,relief
2963,three
2964,efendi
2965,thousands
2966,"80,000"
2967,several years
2968,king
2969,socks
2970,million
2971,impurity
2972,1927
2973,2009
2974,several
2975,adolphe
2976,morayshire
2977,records
2978,2006
2979,tha̍k-im
2980,1976
2981,last
2982,monthly
2983,20
2984,italy
2985,the macintosh 512k
2986,ii
2987,broadcasting
2988,2013
2989,golden
2990,8.86
2991,george
2992,educates
2993,louis
2994,sand
2995,milling
2996,stand-ins
2997,structure
2998,1853
2999,animistic
3000,tha̍k-im
3001,manufacturing
3002,1870
3003,thayer
3004,based
3005,century
3006,arabic
3007,58
3008,queen
3009,28th
3010,1804–1815
3011,government
3012,crack
3013,william
3014,36th
3015,leader
3016,standard
3017,may
3018,east
3019,marine
3020,aircraft
3021,emphasizing
3022,half
3023,5.9
3024,genesis
3025,century
3026,183
3027,officials
3028,1870
3029,seine
3030,1870
3031,association
3032,schools
3033,oerlikon
3034,2004
3035,energy
3036,1921
3037,"10,550,350"
3038,poet
3039,hosts
3040,timer
3041,germany
3042,foundation
3043,war
3044,fifa
3045,permanent religious authority
3046,orthodox
3047,millennia
3048,moltke
3049,france
3050,vienna
3051,joseph
3052,light
3053,agriculture
3054,class
3055,workshops
3056,new
3057,golden
3058,thayer
3059,the roman state
3060,religiosity
3061,jews
3062,wants—and
3063,wernher
3064,his descent
3065,william
3066,fever
3067,discrimination
3068,battle
3069,apollo
3070,spanish
3071,universities
3072,end
3073,duke
3074,discrimination
3075,18
3076,long-titled
3077,gordon
3078,heresy
3079,east
3080,european
3081,collects
3082,russell
3083,duties
3084,paulicians
3085,"10,000"
3086,constitutional
3087,186 bc
3088,king
3089,al-tabri
3090,period
3091,cardinal
3092,western
3093,peer-reviewed
3094,paeans
3095,wes
3096,1870
3097,political
3098,defence
3099,sunni
3100,religious
3101,thayer
3102,pope
3103,hinduism
3104,two
3105,scotland
3106,population
3107,universitaire
3108,buddhism
3109,golden
3110,disease
3111,sindh
3112,familly-festival
3113,alan
3114,charles
3115,culture
3116,frogs
3117,oven-dried
3118,ancon
3119,christians
3120,theory
3121,tha̍k-im
3122,hashimites
3123,january
3124,ottoman
3125,battle
3126,dynasty
3127,1955
3128,discrimination
3129,1932
3130,defence
3131,1976
3132,three
3133,de
3134,law
3135,crown
3136,predicting
3137,constantine
3138,recording
3139,elaborately
3140,system
3141,church
3142,orthodox
3143,oerlikon
3144,italy
3145,duke
3146,his deathbed revocation
3147,ii
3148,al-tabri
3149,paul
3150,earth
3151,moss
3152,tore
3153,fidelity
3154,master
3155,king
3156,3rd
3157,islands
3158,tax
3159,plan
3160,his descent
3161,1834
3162,oerlikon
3163,battista
3164,battle
3165,textile
3166,ramadan
3167,decius mus
3168,independent
3169,the romans
3170,class
3171,benign
3172,charles
3173,family
3174,master
3175,fees
3176,act
3177,heresy
3178,epimenides
3179,king
3180,willi
3181,workshops
3182,officials
3183,electron
3184,264 bc
3185,europaeus
3186,nationwide
3187,greek
3188,zoroastrian
3189,6966662606895999999♠6.62606896×10−34
3190,damascus
3191,greed
3192,tore
3193,technilogical
3194,r.
3195,oerlikon
3196,tuberculosis
3197,reverse
3198,pg
3199,otto
3200,oklahoman
3201,charles
3202,era
3203,quay
3204,steel
3205,j.
3206,1945
3207,class
3208,oerlikon
3209,han
3210,power
3211,king
3212,classification
3213,hinduism
3214,greed
3215,typhoid
3216,murder
3217,greek
3218,spaniel
3219,media
3220,alexander
3221,manuscripts
3222,duke
3223,household cult
3224,lakulish
3225,latin
3226,state
3227,dakshin
3228,thayer
3229,electrical
3230,ii
3231,milan
3232,nkhundla
3233,action
3234,atrocities
3235,opus
3236,yellow
3237,neurology
3238,1930s
3239,information
3240,controlling
3241,ancon
3242,moss
3243,electrum
3244,medicinal
3245,recording
3246,two
3247,sled
3248,atlantic
3249,christian
3250,opus
3251,appendages
3252,locked
3253,codons
3254,appendages
3255,three
3256,forbidden
3257,point
3258,gallery
3259,ardent
3260,a-delta
3261,six
3262,utero
3263,lignin
3264,alcohol
3265,schools
3266,cultural
3267,rail-oriented
3268,genome
3269,ruler
3270,wider
3271,tha̍k-im
3272,genes
3273,oerlikon
3274,1900
3275,isle
3276,white
3277,appendages
3278,end
3279,pain
3280,fide
3281,a-delta
3282,people
3283,oerlikon
3284,at least one state
3285,greek
3286,three
3287,antibiotics
3288,marina
3289,15%
3290,innards
3291,four
3292,the 19th century medical demand
3293,working
3294,natives
3295,atrocities
3296,pain
3297,opus
3298,alcohol
3299,oerlikon
3300,20th-century american tort law
3301,perceives
3302,age
3303,tha̍k-im
3304,americans
3305,unite
3306,odds
3307,cpc
3308,large
3309,103.5 million newly filed cases
3310,natural-sounding
3311,the federal constitution
3312,10−8
3313,multiple
3314,a legislative branch
3315,the federal government
3316,marx
3317,john
3318,unintelligible
3319,east
3320,near
3321,philip
3322,fidelity
3323,the united states constitution
3324,poeticity
3325,the federal government
3326,independant
3327,tha̍k-im
3328,president
3329,four
3330,roman
3331,groove
3332,classical
3333,jeffrey
3334,dark
3335,duke
3336,middle
3337,ten
3338,turkey
3339,tha̍k-im
3340,system
3341,four
3342,1810
3343,secretaries
3344,catholic
3345,world
3346,undesirable
3347,firs
3348,privy
3349,empire
3350,oerlikon
3351,cold
3352,war
3353,state governments
3354,tha̍k-im
3355,defence
3356,identities
3357,africa
3358,manuscripts
3359,lukēgenēs
3360,1970
3361,intensity
3362,libation
3363,action
3364,the federal government
3365,tha̍k-im
3366,britain
3367,1866
3368,secretary
3369,1989
3370,20
3371,germany
3372,twenty-year
3373,103.5 million newly filed cases
3374,century
3375,independent
3376,peole
3377,spain
3378,native
3379,psychologists
3380,11
3381,richard
3382,western
3383,rule
3384,oerlikon
3385,an executive branch
3386,one-party
3387,psychology
3388,18th
3389,matter
3390,four
3391,1949
3392,reverse
3393,tha̍k-im
3394,15
3395,58
3396,constantinople
3397,sanskrit
3398,duke
3399,legal
3400,greek
3401,hinduism
3402,tha̍k-im
3403,governing
3404,greek
3405,central
3406,1955
3407,government
3408,sizable
3409,2000
3410,art
3411,sanskrit
3412,celestial
3413,resistance
3414,gladstone
3415,lesions
3416,turbulent
3417,museum
3418,julian
3419,a literary language
3420,nationwide
3421,resistance
3422,hartford
3423,france
3424,system
3425,religionists
3426,classical
3427,amoy
3428,hindu
3429,tha̍k-im
3430,languages
3431,britain
3432,opus
3433,asia
3434,east
3435,toughness
3436,greek
3437,easily
3438,tore
3439,genome
3440,buddhi
3441,greek
3442,east
3443,a nonstandard english dialect
3444,rhoticity
3445,pronunciations
3446,ancon
3447,iron
3448,thaws
3449,the late middle ages
3450,taiwan
3451,central
3452,anatolia
3453,art
3454,midbrain
3455,maltese
3456,anhui
3457,greek
3458,regions
3459,sanskrit
3460,greek
3461,greek
3462,6/10
3463,mechanic
3464,greek
3465,identifying
3466,1857
3467,midbrain
3468,village
3469,south
3470,schumann
3471,classical
3472,fifty
3473,century
3474,minoan
3475,east
3476,iron
3477,1976
3478,several
3479,plutarch
3480,samkhya
3481,louis
3482,norms
3483,white
3484,legal
3485,code
3486,tha̍k-im
3487,2004
3488,george
3489,greek
3490,a roman general
3491,genome
3492,1913
3493,spruce
3494,religious
3495,university
3496,the 1950s and 1960s
3497,cortex
3498,south
3499,southern
3500,2003
3501,1976
3502,lighting
3503,1955
3504,greeks
3505,radically
3506,1870
3507,chinese
3508,main
3509,measure
3510,ancon
3511,ring-like
3512,shankaracharya
3513,owed
3514,1952
3515,cover
3516,thayer
3517,period
3518,ii
3519,continental
3520,worsening
3521,1940s
3522,genome
3523,jerusalem
3524,1994
3525,psychological tests
3526,patrician
3527,1925
3528,raf
3529,50
3530,65
3531,hot
3532,years
3533,galvani
3534,"4,000"
3535,1857
3536,1855
3537,several
3538,god
3539,fig
3540,defence
3541,1524
3542,two
3543,romantic
3544,tha̍k-im
3545,two
3546,parallel
3547,hotter
3548,theocracy
3549,walled
3550,schoolrooms
3551,spaniel
3552,genome
3553,hindrance
3554,internal
3555,light
3556,defence
3557,century
3558,perimeter
3559,1830
3560,expensive
3561,ibn
3562,high
3563,barcella
3564,heart
3565,air
3566,fish
3567,eight
3568,the 4th century
3569,area
3570,wes
3571,the neolithic period
3572,"red, green and blue light"
3573,area
3574,ancon
3575,kirat
3576,area
3577,width
3578,battle
3579,tha̍k-im
3580,fickle
3581,steel
3582,alan
3583,1948
3584,1857
3585,orthodox
3586,1857
3587,1955
3588,code
3589,william
3590,british
3591,imre
3592,many roman villas
3593,rca
3594,carried
3595,duke
3596,european
3597,two
3598,knot
3599,alcohol
3600,white
3601,oerlikon
3602,latewood
3603,greek
3604,wants—and
3605,prince
3606,opus
3607,1853–1856
3608,the forbidden city
3609,televised
3610,tradition
3611,hindu
3612,song
3613,g.r
3614,1943
3615,1892
3616,defects
3617,oerlikon
